,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-0.03666587991427159,-0.06561740851840683,-0.3135149757409446,-0.01163973179365963,-0.030382237807551976,-0.020285219412254262,-2.0485679731064326,0.23733742674773273,0.23733745390067543,-0.49684565638856,-2.377092677450317,0.23733746210196063,-2.0485679974967805,-2.048567997108609,0.23733747155674503,0.07499076865316513,-0.48896178831156634,0.23733745907941625,0.23733746198038305,-2.048567998575313,-0.030382242026505142,0.059306409296710466,-0.31351495447238403,0.23733744836655193,0.1025569597141931,0.23733745390067543,-2.0485679722322807,-2.0485679563559724,0.3046013992000178,0.23733746321197566,-2.0485679982979037,0.2563672259157092,-0.02028522849707288,-2.0485679915567827,0.15420049296251434,0.23733746210196063,-2.048567979540137,-2.048567971463103,-0.020285229588813045,-2.04856800722221,0.23733745390067543,0.23733742674773273,0.2373374487773343,0.23733747155674503,-2.048567977001098,-2.0485679785580113,-2.048567984769723,-2.0485679574563305,0.23733744990136094,0.23733746321197566
1,-0.036665862244810166,-0.06561740995483674,-0.3135149676852792,-0.011639738165860496,0.13710957406541374,-0.020285203069992215,-2.0485679936826724,0.23733744990136094,0.2373374487773343,-0.4968456461876852,-2.377092679499548,0.23733746321197566,-2.048567981607832,-2.048567980431399,0.2373374649488211,0.07499075779366071,-0.48896180981726667,0.23733746198038305,0.23733746044465792,-2.0485679854288614,-0.0303822342909934,0.005226326834401083,-0.3135149778264249,0.23733744944894797,0.10255694432699401,0.2373374487773343,-2.0485679647594943,-2.0485679982979037,0.30460138494412525,0.23733742674773273,-2.0485679744394747,0.15420048862461166,-0.02028521793634663,-2.048567964771948,0.15420051159137,0.23733746321197566,-2.048567959255172,-2.048567998575313,-0.020285232189849404,-2.0485679722322807,0.2373374487773343,0.23733744990136094,0.23733746210196063,0.2373374649488211,-2.0485679759527717,-2.048567984769723,-2.0485679563559724,-2.377092672572733,0.23733747155674503,0.23733742674773273
2,-0.0366658771781887,-0.06561740078738136,-0.3135149627115412,-0.011639730253473975,0.13710957850768044,-0.02028521559230962,-2.0485679804976233,0.23733747155674503,0.23733746210196063,-0.48896178831156634,-2.0485679974967805,0.23733742674773273,-2.048567979540137,-2.048567982664095,0.23733745907941625,0.07499077388190466,-0.4994735897214473,0.23733746044465792,0.23733744836655193,-2.0485679574563305,0.3046013992000178,0.005226328952957304,-0.31351496238337195,0.23733745999941244,0.10255694663988826,0.23733746210196063,-2.048567977001098,-2.0485679744394747,-0.030382227409534536,0.23733744990136094,-2.0485679731064326,0.15420049031530755,-0.020285225720211283,-2.04856800722221,0.256367230197584,0.23733742674773273,-2.048567997108609,-2.0485679854288614,-0.020285238335361357,-2.0485679647594943,0.23733746210196063,0.23733747155674503,0.23733746321197566,0.23733745907941625,-2.0485679785580113,-2.0485679563559724,-2.0485679982979037,-2.3770926787726445,0.2373374649488211,0.23733744990136094
3,-0.03666587918166421,-0.06561740504497031,-0.3135149495133992,-0.011639728649836504,-0.0303822289974505,-0.020285216564962502,-2.0485679796846537,0.2373374649488211,0.23733746321197566,-0.48896180981726667,-2.048567981607832,0.23733744990136094,-2.048567959255172,-2.0485679629904854,0.23733746198038305,0.07499076642789232,-0.49947358681224807,0.23733744836655193,0.23733744944894797,-2.377092672572733,0.30460138494412525,0.05930641087522054,-0.31351497118449134,0.23733747271407615,0.10255696501184008,0.23733746321197566,-2.0485679759527717,-2.0485679731064326,-0.03038223730950515,0.23733747155674503,-2.0485679936826724,0.15420049296652152,-0.02028522681775652,-2.0485679722322807,0.25636723208213447,0.23733744990136094,-2.048567980431399,-2.0485679574563305,-0.020285210607332467,-2.048567977001098,0.23733746321197566,0.2373374649488211,0.23733742674773273,0.23733746198038305,-2.048567984769723,-2.0485679982979037,-2.0485679744394747,-2.377092677450317,0.23733745907941625,0.23733747155674503
4,-0.036665888545355574,-0.06561741219480145,-0.31351496592236383,-0.011639728925994288,-0.03038225629762721,-0.020285229588813045,-2.0485679726853117,0.23733745907941625,0.23733742674773273,-0.4994735897214473,-2.048567979540137,0.23733747155674503,-2.048567997108609,-2.048567971776029,0.23733746044465792,0.07499075876684813,-0.49027577683094564,0.23733744944894797,0.23733745999941244,-2.3770926787726445,-0.030382227409534536,0.05930638429476863,-0.3135149887431667,0.2373374531914999,0.10255694084903111,0.23733742674773273,-2.0485679785580113,-2.0485679936826724,0.3046013870805915,0.2373374649488211,-2.0485679804976233,0.1542005062322463,-0.020285214365132212,-2.0485679647594943,0.25636722785049465,0.23733747155674503,-2.048567982664095,-2.377092672572733,-0.02028523512986085,-2.0485679759527717,0.23733742674773273,0.23733745907941625,0.23733744990136094,0.23733746044465792,-2.0485679563559724,-2.0485679744394747,-2.0485679731064326,-2.377092679499548,0.23733746198038305,0.2373374649488211
5,-0.03666587577900849,-0.06561739188735767,-0.3135149476762227,2.0102588134453034,-0.030382227114873726,-0.020285232189849404,-2.048567969140396,0.23733746198038305,0.23733744990136094,-0.49947358681224807,-2.048567959255172,0.2373374649488211,-2.048567980431399,-2.0485679915567827,0.23733744836655193,0.07499077893690462,-0.4902757828998149,0.23733745999941244,0.23733747271407615,-2.377092677450317,-0.03038223730950515,0.059306398130664566,-0.3135149607913017,0.23733746058727984,-0.009068481164508462,0.23733744990136094,-2.048567984769723,-2.0485679804976233,0.30460140330999413,0.23733745907941625,-2.0485679796846537,0.15420051641726296,-0.020285205417520873,-2.048567977001098,0.25636724622284723,0.2373374649488211,-2.0485679629904854,-2.3770926787726445,-0.020285220603396135,-2.0485679785580113,0.23733744990136094,0.23733746198038305,0.23733747155674503,0.23733744836655193,-2.0485679982979037,-2.0485679731064326,-2.0485679936826724,-2.0485679974967805,0.23733746044465792,0.23733745907941625
6,-0.8001246205494195,-0.06561740682560355,-0.3135149715780744,2.010258844607102,-0.030382223297480696,-0.020285238335361357,-2.0485679675241792,0.23733746044465792,0.23733747155674503,-0.49027577683094564,-2.048567997108609,0.23733745907941625,-2.048567982664095,-2.048567964771948,0.23733744944894797,0.07499075315026565,-0.494217709354687,0.23733747271407615,0.2373374531914999,-2.377092679499548,0.3046013870805915,0.05930640291950912,-0.31351496038476834,0.23733746751372511,-0.009068489667736003,0.23733747155674503,-2.0485679563559724,-2.0485679796846537,-0.36536584722515913,0.23733746198038305,-2.0485679726853117,0.1542005017610178,-0.14143304560139128,-2.0485679759527717,0.15420050432510463,0.23733745907941625,-2.048567971776029,-2.377092677450317,-0.020285211291227595,-2.048567984769723,0.23733747155674503,0.23733746044465792,0.2373374649488211,0.23733744944894797,-2.0485679744394747,-2.0485679936826724,-2.0485679804976233,-2.048567981607832,0.23733744836655193,0.23733746198038305
7,-0.8001246312763733,-0.06561739885072891,-0.31351495798031676,-0.045059564969869334,-0.030382246241885773,-0.020285210607332467,-2.048567978514115,0.23733744836655193,0.2373374649488211,-0.4902757828998149,-2.048567980431399,0.23733746198038305,-2.0485679629904854,-2.04856800722221,0.23733745999941244,0.07499076847967145,-0.4942177022942474,0.2373374531914999,0.23733746058727984,-2.0485679974967805,0.30460140330999413,0.0593064309688824,-0.3135149751320988,0.23733744346874366,-0.009068492881168703,0.2373374649488211,-2.0485679982979037,-2.0485679726853117,-0.36536587025998807,0.23733746044465792,-2.048567969140396,0.15420050247030312,-0.14143306341141557,-2.0485679785580113,0.15420048115383495,0.23733746198038305,-2.0485679915567827,-2.377092679499548,-0.02028520707652756,-2.0485679563559724,0.2373374649488211,0.23733744836655193,0.23733745907941625,0.23733745999941244,-2.0485679731064326,-2.0485679804976233,-2.0485679796846537,-2.048567979540137,0.23733744944894797,0.23733746044465792
8,-0.7875055131240772,-0.0656173864541122,-0.31351495620048897,-0.04505954034889338,-0.0303822329744621,-0.02028523512986085,-2.048567973613071,0.23733744944894797,0.23733745907941625,-0.494217709354687,-2.048567982664095,0.23733746044465792,-2.048567971776029,-2.0485679722322807,0.23733747271407615,0.07499076407642351,-0.49421770270893656,0.23733746058727984,0.23733746751372511,-2.048567981607832,-0.36536584722515913,0.059306392347278025,-0.313514985159655,0.2373374734376405,-0.009068487432585953,0.23733745907941625,-2.0485679744394747,-2.048567969140396,-0.030382223541911065,0.23733744836655193,-2.0485679675241792,0.15420049762441781,-0.020285206778768994,-2.048567984769723,0.2563672279231175,0.23733746044465792,-2.048567964771948,-2.0485679974967805,-0.020285229525775064,-2.0485679982979037,0.23733745907941625,0.23733744944894797,0.23733746198038305,0.23733747271407615,-2.0485679936826724,-2.0485679796846537,-2.0485679726853117,-2.048567959255172,0.23733745999941244,0.23733744836655193
9,-0.7875055368104259,-0.06561740569201852,-0.31351494325555646,1.977391413853193,-0.36536587091443057,-0.020285220603396135,-2.048567962493791,0.23733745999941244,0.23733746198038305,-0.4942177022942474,-2.0485679629904854,0.23733744836655193,-2.0485679915567827,-2.0485679647594943,0.2373374531914999,0.07499076404624899,-0.49421771202323517,0.23733746751372511,0.23733744346874366,-2.048567979540137,-0.36536587025998807,-0.012800347625449795,-0.3135149526804767,0.23733745512351076,0.10255694018916502,0.23733746198038305,-2.0485679731064326,-2.0485679675241792,-0.030382239174925132,0.23733744944894797,-2.048567978514115,0.15420049258366164,-0.020285227879056393,-2.0485679563559724,0.25636723367568526,0.23733744836655193,-2.04856800722221,-2.048567981607832,-0.020285203717410643,-2.0485679744394747,0.23733746198038305,0.23733745999941244,0.23733746044465792,0.2373374531914999,-2.0485679804976233,-2.0485679726853117,-2.048567969140396,-2.048567997108609,0.23733747271407615,0.23733744944894797
